Time elapsed (s),Time Elapsed (min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,Compressor Speed (RPM),,Heat Balance (%)
3757873847,5.610483336,21.872,18.661,17.372,21.013,12.68,16.633,144.059,0.008,398.148,23.782,14.369,0,0,0,0,0,0,98.614,0.001,0,263.128,11.803,151.342,14.169,141.469,9.826,4.309,25.747,252.626,29.149,3.395,1769.422,29.906,21.896,23.372,-21.998,33.733,19.342,9.516,0,0,3.933,0.378,3.837,17.073,6.002,0.013,0.006,18.818,18.8,18.873,19.531,19.387,19.338,18.227,18.131,18.246,19.38,19.152,19.195,17.403,17.676,17.416,18.651,21.443,3437,1769,-2.471042471
3757873849,5.643050003,21.881,18.637,17.373,21.025,12.672,16.634,125.273,0.009,398.14,23.805,14.37,0,0,0,0,0,0,98.615,0.001,0,263.208,11.782,151.329,14.152,141.487,9.83,4.288,25.745,252.659,29.154,3.403,1769.431,29.883,21.825,23.396,-21.998,33.733,19.317,9.487,0,0,3.933,0.395,3.809,17.029,5.972,0.012,0.006,18.817,18.795,18.883,19.522,19.391,19.341,18.228,18.134,18.232,19.39,19.152,19.198,17.421,17.679,17.406,18.649,21.428,3437,1769,-3.203306639
3757873851,5.679516665,21.889,18.664,17.371,21.057,12.676,16.634,144.443,0.007,398.156,23.822,14.369,0,0,0,0,0,0,98.615,0.001,0,263.111,11.783,151.229,14.14,141.445,9.821,4.284,25.73,252.641,29.151,3.415,1769.844,29.885,21.91,23.406,-21.997,33.751,19.326,9.505,0,0,3.932,0.345,3.805,17.069,5.951,0.013,0.006,18.825,18.804,18.912,19.535,19.361,19.337,18.225,18.134,18.251,19.383,19.137,19.193,17.423,17.697,17.423,18.651,21.434,3437,1769,-3.282926199
3757873853,5.710050003,21.893,18.642,17.372,21.017,12.685,16.634,150.59,0.009,398.132,23.798,14.369,0,0,0,0,0,0,98.624,0.001,0,263.122,11.765,151.231,14.151,141.598,9.854,4.263,25.759,252.634,29.15,3.385,1767.315,29.879,21.899,23.385,-21.998,33.721,19.32,9.466,0,0,3.931,0.396,3.809,17.031,6.013,0.012,0.006,18.828,18.825,18.911,19.537,19.374,19.337,18.23,18.132,18.246,19.402,19.161,19.23,17.426,17.689,17.425,18.653,21.425,3437,1769,-3.15245478
3757873855,5.740916665,21.88,18.656,17.371,21.036,12.694,16.633,157.509,0.01,398.132,23.811,14.37,0,0,0,0,0,0,98.616,0.001,0,263.354,11.769,151.143,14.154,141.404,9.812,4.307,25.749,252.82,29.177,3.421,1767.11,29.869,21.996,23.409,-21.998,33.695,19.301,9.489,0,0,3.936,0.413,3.788,17.06,6.014,0.013,0.006,18.834,18.812,18.901,19.525,19.38,19.349,18.229,18.146,18.241,19.383,19.155,19.206,17.427,17.693,17.419,18.655,21.43,3437,1769,-3.832211289
3757873857,5.777766665,21.876,18.669,17.372,21.03,12.68,16.635,134.577,0.011,398.156,23.805,14.37,0,0,0,0,0,0,98.617,0.001,0,263.188,11.774,151.167,14.164,141.45,9.822,4.308,25.737,252.871,29.184,3.441,1769.195,29.848,21.914,23.402,-21.998,33.694,19.291,9.469,0,0,3.934,0.434,3.784,17.083,5.988,0.013,0.006,18.834,18.802,18.897,19.523,19.363,19.344,18.231,18.143,18.255,19.396,19.156,19.186,17.418,17.684,17.41,18.656,21.438,3437,1769,-3.887017362
3757873859,5.808950003,21.876,18.658,17.372,21.029,12.702,16.633,150.778,0.008,398.148,23.793,14.368,0,0,0,0,0,0,98.617,0.001,0,263.62,11.79,151.189,14.142,141.466,9.825,4.283,25.761,252.567,29.14,3.373,1769.048,29.847,21.835,23.402,-21.998,33.708,19.285,9.46,0,0,3.939,0.369,3.784,17.066,6.042,0.013,0.006,18.828,18.812,18.912,19.524,19.371,19.367,18.23,18.141,18.257,19.393,19.147,19.186,17.421,17.677,17.43,18.657,21.445,3437,1769,-4.013984203
3757873861,5.839900001,21.88,18.661,17.372,21.032,12.695,16.634,128.94,0.01,398.116,23.804,14.37,0,0,0,0,0,0,98.62,0.001,0,263.582,11.784,151.267,14.134,141.606,9.856,4.244,25.79,252.714,29.161,3.365,1769.254,29.865,21.876,23.367,-21.998,33.703,19.305,9.45,0,0,3.937,0.414,3.815,17.068,6.022,0.013,0.006,18.833,18.809,18.882,19.532,19.361,19.35,18.222,18.143,18.246,19.389,19.152,19.219,17.402,17.678,17.44,18.658,21.434,3437,1769,-3.147574819
3757873862,5.864766669,21.877,18.682,17.372,21.013,12.694,16.633,128.936,0.007,398.164,23.822,14.369,0,0,0,0,0,0,98.615,0.001,0,263.202,11.788,151.237,14.093,141.438,9.82,4.239,25.754,252.698,29.159,3.399,1769.09,29.857,21.851,23.393,-21.998,33.702,19.302,9.483,0,0,3.932,0.355,3.795,17.103,6.039,0.013,0.006,18.811,18.801,18.874,19.534,19.373,19.335,18.222,18.14,18.237,19.388,19.169,19.208,17.401,17.677,17.423,18.66,21.432,3437,1769,-3.546007506
3757873864,5.895250003,21.896,18.659,17.372,21.037,12.673,16.633,145.138,0.009,398.14,23.786,14.37,0,0,0,0,0,0,98.612,0.001,0,263.221,11.792,151.258,14.103,141.464,9.825,4.244,25.742,252.725,29.163,3.415,1768.428,29.82,21.944,23.384,-21.998,33.692,19.327,9.502,0,0,3.933,0.355,3.777,17.057,5.962,0.013,0.006,18.804,18.816,18.882,19.533,19.375,19.337,18.224,18.142,18.242,19.389,19.179,19.238,17.402,17.677,17.437,18.659,21.422,3437,1769,-4.046692607
3757873866,5.925600004,21.872,18.639,17.372,21.035,12.698,16.635,130.711,0.009,398.164,23.79,14.37,0,0,0,0,0,0,98.616,0.001,0,263.14,11.779,151.277,14.13,141.455,9.823,4.272,25.774,252.505,29.132,3.351,1770.187,29.862,21.851,23.348,-21.997,33.675,19.297,9.474,0,0,3.931,0.397,3.827,17.037,6.026,0.012,0.006,18.812,18.799,18.894,19.533,19.385,19.348,18.226,18.158,18.244,19.406,19.191,19.242,17.417,17.673,17.43,18.649,21.429,3437,1769,-2.681103377
3757873868,5.955166666,21.876,18.684,17.372,21.049,12.692,16.635,126.904,0.008,398.148,23.811,14.37,0,0,0,0,0,0,98.618,0.001,0,263.181,11.792,151.213,14.113,141.454,9.823,4.255,25.784,252.667,29.155,3.364,1769.728,29.844,21.839,23.35,-21.997,33.704,19.316,9.494,0,0,3.931,0.361,3.814,17.108,5.997,0.013,0.006,18.814,18.813,18.913,19.537,19.377,19.338,18.225,18.151,18.248,19.402,19.166,19.219,17.41,17.68,17.438,18.649,21.432,3437,1769,-3.021304067
