Time elapsed (s),Time Elapsed (min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,Compresssor speed (RPM),
3757865679,4.508733336,20.468,17.332,19.13,20.208,12.482,18.375,122.736,0.009,398.306,22.541,14.374,0,0,0,0,0,0,98.467,0.001,0,242.128,9.502,140.525,12.278,130.651,7.421,4.824,24.379,243.654,27.838,3.453,1060.115,29.841,20.712,19.768,-22.38,32.001,17.054,9.633,0,0,3.661,0.312,3.544,15.657,6.304,0.011,0.006,16.177,16.148,16.286,17.167,16.92,17.02,15.421,15.68,15.681,17.005,16.957,16.745,14.497,14.838,14.483,16.062,20.178,3412,1769
3757865682,4.543733335,20.473,17.341,19.13,20.186,12.499,18.491,137.581,0.007,398.259,22.513,14.374,0,0,0,0,0,0,98.475,0.001,0,241.752,9.512,140.469,12.259,130.745,7.442,4.785,24.39,243.707,27.845,3.449,1060.136,29.848,20.717,19.73,-22.38,31.967,17.05,9.608,0,0,3.654,0.266,3.56,15.669,6.366,0.011,0.006,16.179,16.145,16.356,17.171,16.912,16.991,15.423,15.687,15.681,17.015,16.966,16.739,14.508,14.833,14.496,16.065,20.159,3412,1769
3757865683,4.573583333,20.475,17.331,19.129,20.188,12.494,18.375,128.835,0.008,398.259,22.507,14.373,0,0,0,0,0,0,98.472,0.001,0,241.75,9.507,140.517,12.283,130.66,7.423,4.827,24.391,244.023,27.892,3.495,1060.59,29.844,20.716,19.747,-22.383,31.991,17.049,9.627,0,0,3.655,0.298,3.554,15.652,6.352,0.011,0.006,16.169,16.158,16.342,17.156,16.938,16.991,15.417,15.681,15.688,17.012,16.938,16.727,14.501,14.84,14.49,16.061,20.175,3412,1769
3757865685,4.603966665,20.484,17.353,19.129,20.207,12.468,18.375,123.174,0.007,398.251,22.525,14.374,0,0,0,0,0,0,98.472,0.001,0,242.077,9.502,140.491,12.287,130.762,7.446,4.808,24.4,243.998,27.888,3.482,1060.57,29.844,20.745,19.747,-22.381,31.985,17.065,9.619,0,0,3.659,0.282,3.554,15.683,6.271,0.011,0.006,16.165,16.172,16.352,17.162,16.945,17.006,15.413,15.689,15.678,17.015,16.933,16.743,14.526,14.852,14.51,16.069,20.165,3412,1769
3757865687,4.634349998,20.467,17.333,19.13,20.2,12.481,18.374,139.633,0.007,398.267,22.506,14.374,0,0,0,0,0,0,98.473,0.001,0,242.159,9.507,140.471,12.311,130.6,7.409,4.869,24.406,243.941,27.88,3.467,1060.197,29.857,20.737,19.731,-22.382,32,17.08,9.671,0,0,3.662,0.268,3.563,15.659,6.31,0.011,0.006,16.163,16.171,16.316,17.173,16.939,17.008,15.427,15.714,15.686,17.023,16.973,16.736,14.52,14.844,14.493,16.056,20.168,3412,1769
3757865689,4.663566669,20.493,17.346,19.129,20.197,12.463,18.375,132.56,0.009,398.267,22.529,14.373,0,0,0,0,0,0,98.472,0.001,0,241.756,9.493,140.494,12.302,130.722,7.437,4.832,24.406,243.876,27.87,3.458,1059.831,29.854,20.762,19.722,-22.384,31.985,17.065,9.628,0,0,3.655,0.305,3.564,15.667,6.27,0.011,0.006,16.153,16.161,16.308,17.164,16.925,17.013,15.429,15.726,15.675,17.009,16.97,16.713,14.495,14.842,14.488,16.059,20.182,3412,1769
3757865690,4.687316672,20.472,17.332,19.129,20.193,12.475,18.375,132.559,0.008,398.251,22.509,14.374,0,0,0,0,0,0,98.474,0.001,0,241.872,9.493,140.428,12.328,130.827,7.461,4.835,24.386,243.797,27.858,3.466,1058.942,29.849,20.74,19.727,-22.381,31.975,17.072,9.611,0,0,3.657,0.288,3.557,15.655,6.302,0.011,0.006,16.15,16.183,16.335,17.164,16.906,17.013,15.431,15.737,15.684,16.998,16.947,16.701,14.52,14.857,14.507,16.068,20.176,3412,1769
3757865692,4.717216667,20.482,17.331,19.129,20.197,12.473,18.375,132.101,0.009,398.267,22.501,14.375,0,0,0,0,0,0,98.473,0.001,0,241.758,9.523,140.428,12.315,130.731,7.439,4.843,24.41,243.876,27.87,3.454,1060.787,29.877,20.726,19.719,-22.381,31.975,17.071,9.632,0,0,3.655,0.288,3.576,15.648,6.293,0.011,0.006,16.151,16.174,16.324,17.145,16.933,17.006,15.434,15.76,15.7,17.008,16.952,16.669,14.515,14.847,14.5,16.073,20.174,3412,1769
3757865694,4.747416671,20.461,17.343,19.129,20.213,12.469,18.376,133.752,0.008,398.306,22.534,14.373,0,0,0,0,0,0,98.467,0.001,0,241.935,9.513,140.565,12.339,130.784,7.451,4.855,24.393,243.842,27.865,3.466,1061.027,29.862,20.725,19.756,-22.379,31.993,17.065,9.614,0,0,3.659,0.288,3.559,15.679,6.267,0.011,0.006,16.152,16.161,16.312,17.134,16.906,17.02,15.423,15.738,15.691,16.99,16.901,16.691,14.512,14.839,14.507,16.067,20.179,3412,1769
3757865696,4.782166672,20.472,17.348,19.129,20.213,12.465,18.375,140.809,0.008,398.243,22.517,14.374,0,0,0,0,0,0,98.477,0.001,0,241.812,9.505,140.521,12.296,130.837,7.463,4.801,24.396,243.937,27.879,3.477,1060.878,29.865,20.723,19.75,-22.379,32.005,17.053,9.59,0,0,3.656,0.292,3.562,15.681,6.257,0.011,0.006,16.16,16.182,16.32,17.121,16.918,17.013,15.421,15.746,15.686,16.997,16.893,16.701,14.522,14.852,14.504,16.071,20.18,3412,1769
3757865698,4.812583335,20.497,17.32,19.13,20.218,12.479,18.375,140.624,0.009,398.259,22.559,14.373,0,0,0,0,0,0,98.475,0.001,0,242.021,9.511,140.483,12.276,130.801,7.455,4.789,24.418,244.096,27.903,3.479,1059.241,29.85,20.742,19.755,-22.384,31.985,17.05,9.596,0,0,3.658,0.305,3.549,15.622,6.288,0.011,0.006,16.142,16.16,16.291,17.133,16.907,17.021,15.422,15.742,15.676,17.001,16.908,16.693,14.502,14.849,14.482,16.074,20.173,3412,1769
3757865699,4.8421,20.476,17.332,19.13,20.208,12.471,18.375,139.215,0.009,398.243,22.531,14.374,0,0,0,0,0,0,98.478,0.001,0,242.017,9.513,140.509,12.29,130.857,7.467,4.789,24.395,243.831,27.863,3.462,1059.854,29.871,20.679,19.747,-22.382,32.033,17.029,9.562,0,0,3.658,0.306,3.561,15.653,6.277,0.011,0.006,16.137,16.163,16.307,17.145,16.929,17.009,15.412,15.724,15.67,17.001,16.904,16.717,14.522,14.852,14.49,16.071,20.177,3412,1769
3757865702,4.877649999,20.479,17.331,19.129,20.196,12.487,18.374,126.666,0.009,398.275,22.545,14.374,0,0,0,0,0,0,98.473,0.001,0,241.835,9.501,140.519,12.278,130.764,7.446,4.799,24.414,243.994,27.888,3.467,1059.743,29.852,20.705,19.735,-22.381,31.991,17.026,9.579,0,0,3.655,0.302,3.558,15.648,6.327,0.011,0.006,16.147,16.158,16.32,17.121,16.911,17.012,15.396,15.723,15.648,16.992,16.903,16.714,14.513,14.854,14.501,16.071,20.18,3412,1769
3757865703,4.907266665,20.473,17.35,19.13,20.227,12.487,18.375,139.133,0.007,398.259,22.546,14.374,0,0,0,0,0,0,98.472,0.001,0,241.804,9.509,140.463,12.268,130.864,7.469,4.766,24.407,244.016,27.891,3.478,1060.401,29.867,20.722,19.761,-22.381,32.026,17.005,9.535,0,0,3.654,0.276,3.557,15.685,6.296,0.011,0.006,16.151,16.169,16.331,17.13,16.897,17.003,15.421,15.734,15.666,17.018,16.919,16.704,14.53,14.862,14.498,16.081,20.182,3412,1769
3757865705,4.936283334,20.489,17.348,19.13,20.205,12.486,18.49,129.721,0.009,398.267,22.514,14.374,0,0,0,0,0,0,98.477,0.001,0,241.851,9.511,140.502,12.252,130.79,7.452,4.767,24.405,244.047,27.896,3.484,1059.679,29.849,20.652,19.763,-22.382,32.025,17.027,9.575,0,0,3.655,0.303,3.547,15.672,6.315,0.011,0.006,16.137,16.167,16.331,17.093,16.88,16.998,15.398,15.723,15.661,17.011,16.934,16.67,14.516,14.85,14.473,16.083,20.177,3412,1769
3757865707,4.970866672,20.489,17.346,19.129,20.217,12.497,18.491,132.217,0.007,398.267,22.52,14.372,0,0,0,0,0,0,98.474,0.001,0,242.042,9.51,140.51,12.243,130.642,7.418,4.792,24.391,243.989,27.887,3.49,1059.765,29.854,20.754,19.749,-22.38,32.026,17.048,9.63,0,0,3.659,0.282,3.554,15.669,6.33,0.011,0.006,16.151,16.175,16.33,17.113,16.872,17,15.413,15.722,15.652,17.022,16.919,16.677,14.504,14.856,14.473,16.088,20.179,3412,1769
