.,Time Elapsed (min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,
3759437931,0,27.92,13.623,17.136,19.805,9.983,16.979,1629.285,0.811,398.72,26.511,14.39,4.095,0,0,0,0,0,5691.109,1.413,0,292.682,13.382,159.094,17.1,148.228,11.271,5.793,26.994,275.906,32.408,5.408,835.322,29.884,16.902,22.686,-22.772,18.783,20.208,8.937,0,0,4.376,2.254,1.995,0.799,-0.225,0.004,0.004,19.842,17.706,18.781,20.246,20.548,20.381,18.569,17.751,17.979,20.121,20.081,20.277,17.449,16.389,16.453,18.84,20.061,3725,2178
3759437933,0.030016669,27.916,13.661,17.136,19.814,9.996,17.095,1615.057,0.812,398.737,26.495,14.391,4.098,0,0,0,0,0,5713.051,1.411,0,292.709,13.383,159.08,17.11,148.179,11.261,5.813,26.974,275.702,32.38,5.4,835.652,29.896,16.905,22.724,-22.771,18.712,20.204,8.943,0,0,4.378,2.273,1.989,0.935,-0.2,0.004,0.004,19.841,17.714,18.794,20.246,20.559,20.405,18.576,17.753,17.973,20.123,20.078,20.257,17.451,16.393,16.443,18.834,20.065,3725,2178
3759437935,0.059866667,27.919,13.654,17.137,19.808,10.012,17.095,1621.464,0.796,398.753,26.483,14.391,4.129,0,0,0,0,0,5708.073,1.405,0,292.71,13.376,159.086,17.124,148.155,11.256,5.832,26.98,275.639,32.372,5.385,835.027,29.877,16.917,22.716,-22.772,18.711,20.233,8.977,0,0,4.378,2.24,1.984,0.908,-0.146,0.004,0.004,19.862,17.711,18.819,20.231,20.557,20.387,18.561,17.743,17.994,20.121,20.068,20.26,17.462,16.394,16.458,18.833,20.058,3725,2178
3759437936,0.089383332,27.905,13.638,17.135,19.802,10,17.095,1646.445,0.804,398.751,26.483,14.391,4.226,0,0,0,0,0,5698.136,1.398,0,292.728,13.373,159.051,17.119,148.171,11.259,5.824,26.962,275.571,32.362,5.394,834.884,29.89,16.846,22.709,-22.772,18.744,20.231,8.972,0,0,4.379,2.245,1.99,0.871,-0.174,0.004,0.004,19.847,17.707,18.792,20.249,20.573,20.373,18.552,17.741,17.96,20.127,20.073,20.255,17.455,16.403,16.459,18.833,20.062,3725,2178
3759437939,0.124683332,27.899,13.643,17.137,19.83,9.987,17.095,1612.089,0.832,398.759,26.492,14.39,4.236,0,0,0,0,0,5685.837,1.398,0,292.386,13.365,159.035,17.106,148.094,11.243,5.827,26.986,275.641,32.372,5.379,835.907,29.888,16.9,22.7,-22.772,18.764,20.239,8.996,0,0,4.373,2.29,1.994,0.897,-0.244,0.004,0.004,19.851,17.735,18.795,20.25,20.577,20.389,18.572,17.775,17.966,20.121,20.086,20.257,17.465,16.387,16.456,18.837,20.055,3725,2178
3759437940,0.149000001,27.919,13.654,17.136,19.806,9.986,16.979,1616.753,0.793,398.721,26.51,14.391,4.244,0,0,0,0,0,5686.142,1.398,0,292.561,13.381,158.993,17.115,148.135,11.251,5.828,26.971,275.887,32.405,5.428,835.678,29.91,16.932,22.705,-22.771,18.763,20.208,8.957,0,0,4.376,2.251,1.998,0.907,-0.219,0.004,0.004,19.838,17.715,18.784,20.238,20.568,20.361,18.572,17.754,17.968,20.131,20.084,20.258,17.454,16.389,16.441,18.832,20.047,3725,2178
3759437942,0.184999998,27.895,13.654,17.136,19.813,10.012,17.092,1622.408,0.798,398.752,26.497,14.391,4.179,0,0,0,0,0,5685.654,1.4,0,292.533,13.384,159.075,17.141,148.211,11.268,5.837,26.973,275.744,32.386,5.407,835.098,29.853,16.877,22.692,-22.772,18.722,20.185,8.917,0,0,4.376,2.242,1.985,0.939,-0.151,0.004,0.004,19.85,17.723,18.804,20.271,20.579,20.379,18.568,17.764,17.977,20.14,20.088,20.234,17.464,16.398,16.452,18.828,20.059,3725,2178
3759437944,0.21486667,27.915,13.635,17.136,19.814,9.98,17.094,1614.559,0.805,398.761,26.5,14.391,4.139,0,0,0,0,0,5688.8,1.415,0,292.185,13.369,159.089,17.122,148.175,11.26,5.825,26.98,275.547,32.359,5.373,835.405,29.878,16.888,22.716,-22.772,18.729,20.195,8.934,0,0,4.37,2.256,1.985,0.846,-0.247,0.004,0.004,19.835,17.722,18.798,20.267,20.551,20.354,18.564,17.759,17.971,20.132,20.094,20.214,17.462,16.389,16.441,18.83,20.042,3725,2178
3759437946,0.251766666,27.922,13.65,17.136,19.813,9.969,16.979,1609.998,0.796,398.769,26.492,14.392,4.163,0,0,0,0,0,5715.844,1.42,0,292.76,13.374,159.014,17.131,148.21,11.267,5.827,26.972,275.659,32.374,5.396,835.748,29.888,16.901,22.707,-22.772,18.746,20.181,8.913,0,0,4.379,2.261,1.992,0.888,-0.278,0.004,0.004,19.851,17.711,18.804,20.256,20.56,20.371,18.563,17.741,17.956,20.121,20.065,20.243,17.47,16.406,16.444,18.824,20.051,3725,2178
3759437948,0.286199999,27.924,13.673,17.136,19.812,9.964,16.979,1607.501,0.791,398.799,26.508,14.39,4.254,0,0,0,0,0,5724.284,1.413,0,292.28,13.364,159.042,17.127,148.176,11.26,5.831,26.983,275.542,32.359,5.37,834.597,29.888,16.902,22.707,-22.771,18.694,20.192,8.932,0,0,4.371,2.273,1.989,0.969,-0.291,0.004,0.004,19.851,17.719,18.786,20.232,20.543,20.353,18.562,17.749,17.959,20.116,20.054,20.255,17.459,16.394,16.456,18.832,20.064,3725,2178
3759437950,0.310050003,27.907,13.684,17.136,19.808,10.011,17.095,1613.032,0.788,398.738,26.497,14.391,4.166,0,0,0,0,0,5711.845,1.396,0,292.675,13.39,158.99,17.101,148.274,11.28,5.784,26.97,275.618,32.369,5.392,834.755,29.853,16.869,22.694,-22.772,18.695,20.206,8.926,0,0,4.377,2.25,1.983,1.031,-0.148,0.004,0.004,19.867,17.727,18.805,20.234,20.553,20.364,18.579,17.738,17.972,20.103,20.055,20.262,17.476,16.409,16.452,18.833,20.056,3725,2178
3759437951,0.339933332,27.888,13.642,17.135,19.808,10.003,17.095,1623.565,0.794,398.753,26.497,14.39,4.21,0,0,0,0,0,5682.866,1.413,0,292.553,13.373,159.119,17.093,148.289,11.284,5.773,26.978,275.509,32.354,5.37,835.294,29.832,16.856,22.699,-22.772,18.694,20.187,8.904,0,0,4.374,2.234,1.977,0.909,-0.17,0.004,0.004,19.869,17.704,18.784,20.237,20.55,20.359,18.573,17.768,17.965,20.097,20.05,20.25,17.463,16.394,16.448,18.823,20.05,3725,2178
3759437953,0.369900004,27.899,13.627,17.136,19.818,9.999,17.095,1634.356,0.806,398.745,26.507,14.389,4.268,0,0,0,0,0,5712.033,1.39,0,292.391,13.386,159.034,17.095,148.14,11.253,5.806,26.994,276.006,32.421,5.422,835.709,29.877,16.877,22.68,-22.772,18.748,20.2,8.948,0,0,4.372,2.241,1.996,0.843,-0.193,0.004,0.004,19.843,17.697,18.781,20.23,20.537,20.376,18.588,17.755,17.967,20.122,20.079,20.243,17.456,16.391,16.436,18.827,20.067,3725,2178
3759437955,0.394800003,27.915,13.646,17.135,19.816,9.957,17.095,1634.347,0.818,398.703,26.488,14.39,4.301,0,0,0,0,0,5672.346,1.419,0,292.666,13.358,159.101,17.095,148.089,11.242,5.817,26.984,275.629,32.37,5.379,835.428,29.867,16.857,22.686,-22.772,18.717,20.209,8.967,0,0,4.377,2.294,1.991,0.886,-0.317,0.004,0.004,19.854,17.71,18.784,20.234,20.525,20.376,18.58,17.752,17.945,20.122,20.078,20.242,17.463,16.398,16.44,18.832,20.059,3725,2178
3759437957,0.43245,27.899,13.662,17.137,19.812,9.985,16.979,1657.487,0.834,398.741,26.496,14.39,4.329,0,0,0,0,0,5672.309,1.419,0,292.692,13.365,158.96,17.111,148.159,11.256,5.818,26.976,275.878,32.404,5.422,835.573,29.856,16.923,22.697,-22.772,18.713,20.18,8.923,0,0,4.378,2.288,1.985,0.964,-0.231,0.004,0.004,19.855,17.686,18.803,20.246,20.518,20.398,18.58,17.745,17.966,20.119,20.086,20.247,17.462,16.404,16.436,18.817,20.056,3725,2178
3759437959,0.464016668,27.925,13.646,17.136,19.809,9.979,16.979,1610.805,0.844,398.747,26.51,14.391,4.267,0,0,0,0,0,5722.744,1.418,0,292.382,13.366,158.994,17.093,148.102,11.244,5.812,26.992,275.709,32.381,5.383,835.1,29.844,16.889,22.694,-22.772,18.688,20.194,8.949,0,0,4.372,2.312,1.982,0.871,-0.244,0.004,0.004,19.857,17.696,18.799,20.22,20.52,20.392,18.581,17.736,17.951,20.108,20.055,20.257,17.469,16.391,16.442,18.821,20.07,3725,2178
3759437961,0.494083333,27.899,13.649,17.137,19.813,9.979,16.98,1637.587,0.792,398.762,26.5,14.39,4.263,0,0,0,0,0,5720.414,1.398,0,292.605,13.389,159.002,17.057,148.128,11.25,5.771,26.975,275.825,32.397,5.416,835.918,29.845,16.865,22.708,-22.771,18.669,20.192,8.942,0,0,4.375,2.249,1.98,0.916,-0.246,0.004,0.004,19.858,17.729,18.787,20.216,20.513,20.367,18.569,17.717,17.956,20.116,20.031,20.251,17.464,16.392,16.452,18.826,20.053,3725,2178
3759437963,0.532066671,27.884,13.653,17.136,19.808,10.001,16.978,1607.465,0.822,398.736,26.504,14.39,4.269,0,0,0,0,0,5685.594,1.409,0,292.688,13.379,159.115,17.076,148.22,11.269,5.77,26.992,275.96,32.415,5.417,835.034,29.849,16.898,22.687,-22.772,18.687,20.191,8.922,0,0,4.376,2.277,1.985,0.951,-0.177,0.004,0.004,19.861,17.708,18.793,20.235,20.546,20.355,18.57,17.729,17.959,20.125,20.041,20.232,17.468,16.395,16.44,18.822,20.06,3725,2178
3759437965,0.567766666,27.936,13.655,17.137,19.803,10.002,17.095,1632.284,0.788,398.721,26.498,14.39,4.277,0,0,0,0,0,5704.801,1.408,0,292.703,13.381,159.068,17.032,148.196,11.264,5.731,26.983,275.763,32.388,5.399,835.211,29.852,16.881,22.672,-22.772,18.643,20.204,8.94,0,0,4.375,2.235,1.99,0.89,-0.168,0.004,0.004,19.854,17.736,18.776,20.217,20.55,20.327,18.549,17.728,17.97,20.111,20.027,20.225,17.46,16.395,16.441,18.819,20.059,3725,2178
3759437967,0.596550004,27.934,13.647,17.136,19.808,9.986,17.095,1620.834,0.816,398.731,26.525,14.389,4.312,0,0,0,0,0,5703.746,1.392,0,292.661,13.369,159.076,17.036,148.211,11.267,5.732,26.985,275.84,32.399,5.407,835.183,29.829,16.9,22.703,-22.771,18.709,20.212,8.944,0,0,4.374,2.273,1.975,0.864,-0.218,0.004,0.004,19.854,17.742,18.804,20.21,20.552,20.344,18.553,17.731,17.973,20.124,20.039,20.249,17.457,16.398,16.45,18.817,20.053,3725,2178
3759437969,0.630850005,27.874,13.659,17.136,19.806,9.993,17.095,1615.629,0.803,398.704,26.507,14.394,4.314,0,0,0,0,0,5676.608,1.404,0,292.772,13.375,159.018,17.035,148.128,11.25,5.749,26.995,275.819,32.396,5.395,835.081,29.812,16.887,22.7,-22.773,18.709,20.206,8.957,0,0,4.376,2.262,1.971,0.981,-0.201,0.004,0.004,19.843,17.732,18.778,20.239,20.545,20.371,18.55,17.753,17.969,20.13,20.053,20.244,17.45,16.403,16.441,18.818,20.05,3725,2178
3759437971,0.660600003,27.913,13.674,17.136,19.796,9.988,17.094,1645.289,0.797,398.83,26.513,14.393,4.286,0,0,0,0,0,5695.735,1.404,0,292.679,13.385,159.045,17.045,148.112,11.247,5.761,26.979,275.757,32.388,5.403,835.919,29.849,16.881,22.658,-22.771,18.707,20.195,8.948,0,0,4.376,2.268,1.995,0.983,-0.202,0.004,0.004,19.845,17.711,18.759,20.217,20.528,20.371,18.558,17.725,17.975,20.125,20.034,20.231,17.439,16.396,16.423,18.814,20.048,3725,2178
3759437973,0.695700002,27.904,13.662,17.136,19.82,9.974,17.095,1624.575,0.831,398.808,26.492,14.391,4.29,0,0,0,0,0,5696.42,1.405,0,292.723,13.383,159.093,17.042,148.285,11.283,5.722,26.971,275.813,32.396,5.419,835.401,29.811,16.869,22.685,-22.772,18.701,20.204,8.921,0,0,4.376,2.309,1.976,0.954,-0.271,0.004,0.004,19.842,17.73,18.758,20.225,20.532,20.374,18.553,17.727,17.956,20.125,20.047,20.242,17.453,16.401,16.434,18.821,20.055,3725,2178
3759437975,0.724883334,27.907,13.662,17.136,19.803,9.97,17.095,1609.034,0.807,398.761,26.497,14.392,4.346,0,0,0,0,0,5699.004,1.403,0,292.58,13.389,159.081,17.03,148.142,11.253,5.74,26.976,275.762,32.388,5.406,836.028,29.818,16.885,22.68,-22.772,18.686,20.186,8.933,0,0,4.374,2.283,1.98,0.951,-0.263,0.004,0.004,19.852,17.717,18.773,20.217,20.55,20.385,18.554,17.745,17.971,20.139,20.055,20.251,17.448,16.398,16.419,18.816,20.058,3725,2178
3759437976,0.754150001,27.926,13.651,17.137,19.813,9.96,17.095,1640.772,0.79,398.798,26.51,14.391,4.367,0,0,0,0,0,5694.602,1.399,0,292.729,13.38,159.114,17.027,148.3,11.286,5.704,26.961,276.009,32.422,5.455,835.266,29.825,16.863,22.681,-22.772,18.715,20.205,8.918,0,0,4.376,2.26,1.98,0.889,-0.306,0.004,0.004,19.825,17.705,18.766,20.188,20.536,20.366,18.544,17.725,17.957,20.13,20.026,20.241,17.443,16.384,16.421,18.818,20.06,3725,2178
3759437978,0.783300002,27.902,13.62,17.136,19.818,9.987,16.979,1660.709,0.825,398.76,26.511,14.392,4.412,0,0,0,0,0,5687.207,1.412,0,292.816,13.376,159.068,17.029,148.265,11.279,5.714,26.984,275.889,32.406,5.416,835.879,29.859,16.899,22.669,-22.772,18.691,20.207,8.928,0,0,4.376,2.268,1.995,0.811,-0.233,0.004,0.004,19.837,17.714,18.753,20.2,20.532,20.375,18.555,17.726,17.943,20.12,20.04,20.241,17.452,16.397,16.425,18.82,20.046,3725,2178
3759437980,0.812150002,27.917,13.67,17.137,19.798,10.021,17.095,1628.226,0.848,398.784,26.503,14.392,4.342,0,0,0,0,0,5711.031,1.399,0,292.728,13.383,159.05,17.009,148.211,11.268,5.705,26.989,275.865,32.403,5.408,835.34,29.862,16.894,22.68,-22.772,18.722,20.205,8.937,0,0,4.375,2.308,1.991,0.964,-0.107,0.004,0.004,19.835,17.695,18.754,20.247,20.537,20.388,18.561,17.73,17.964,20.129,20.038,20.238,17.453,16.387,16.43,18.812,20.054,3725,2178
3759437982,0.847350001,27.91,13.679,17.136,19.802,9.999,16.977,1651.907,0.811,398.776,26.499,14.39,4.186,0,0,0,0,0,5686.545,1.402,0,292.743,13.374,159.086,17.011,148.254,11.277,5.698,26.976,275.786,32.392,5.41,835.931,29.812,16.904,22.678,-22.772,18.704,20.189,8.913,0,0,4.375,2.282,1.979,1.007,-0.173,0.004,0.004,19.821,17.702,18.787,20.268,20.527,20.359,18.557,17.714,17.945,20.111,20.038,20.244,17.452,16.385,16.425,18.815,20.054,3725,2178
3759437984,0.87665,27.927,13.682,17.135,19.81,9.995,17.095,1613.17,0.838,398.727,26.511,14.39,4.188,0,0,0,0,0,5693.721,1.406,0,292.255,13.384,159.038,16.971,148.312,11.289,5.646,26.98,276.151,32.441,5.455,835.547,29.851,16.913,22.681,-22.771,18.702,20.2,8.912,0,0,4.366,2.319,1.988,0.995,-0.197,0.004,0.004,19.826,17.717,18.748,20.254,20.534,20.352,18.553,17.713,17.941,20.104,20.05,20.225,17.447,16.391,16.426,18.818,20.058,3725,2178
3759437986,0.912949999,27.905,13.652,17.137,19.767,10.014,17.093,1638.686,0.794,398.728,26.523,14.391,4.207,0,0,0,0,0,5700.762,1.404,0,292.742,13.388,159.09,16.953,148.205,11.266,5.651,26.984,275.806,32.394,5.404,834.706,29.842,16.893,22.65,-22.771,18.71,20.195,8.929,0,0,4.374,2.234,1.992,0.92,-0.086,0.004,0.004,19.826,17.697,18.759,20.244,20.536,20.353,18.554,17.713,17.955,20.11,20.058,20.221,17.429,16.374,16.42,18.822,20.056,3725,2178
3759437988,0.941799998,27.936,13.671,17.135,19.808,9.987,16.979,1620.94,0.823,398.753,26.499,14.39,4.279,0,0,0,0,0,5695.303,1.411,0,292.702,13.393,159.111,16.954,148.275,11.281,5.637,26.975,275.753,32.387,5.406,835.123,29.878,16.849,22.665,-22.772,18.712,20.195,8.914,0,0,4.373,2.298,1.999,0.946,-0.216,0.004,0.004,19.822,17.701,18.743,20.248,20.53,20.363,18.571,17.703,17.951,20.114,20.053,20.239,17.442,16.379,16.411,18.822,20.049,3725,2178
3759437989,0.971300006,27.909,13.66,17.136,19.786,9.994,16.979,1623.77,0.803,398.721,26.536,14.39,4.243,0,0,0,0,0,5708.301,1.411,0,293.075,13.395,159.138,16.933,148.205,11.266,5.631,26.996,275.875,32.404,5.402,835.255,29.837,16.896,22.658,-22.771,18.677,20.19,8.924,0,0,4.377,2.262,1.99,0.943,-0.167,0.004,0.004,19.826,17.705,18.749,20.24,20.516,20.367,18.542,17.708,17.951,20.087,20.042,20.229,17.445,16.374,16.427,18.815,20.056,3725,2178
3759437991,1.00055,27.891,13.66,17.136,19.798,9.972,17.095,1650.493,0.806,398.736,26.51,14.391,4.247,0,0,0,0,0,5708.11,1.403,0,292.721,13.395,159.145,16.997,148.22,11.269,5.692,26.973,275.88,32.404,5.425,835.636,29.853,16.903,22.67,-22.772,18.761,20.194,8.925,0,0,4.375,2.279,1.992,0.965,-0.25,0.004,0.004,19.817,17.694,18.782,20.245,20.515,20.358,18.558,17.734,17.965,20.102,20.051,20.239,17.439,16.386,16.423,18.83,20.068,3725,2178
3759437993,1.030333336,27.893,13.639,17.137,19.827,9.98,17.095,1630.832,0.836,398.752,26.51,14.39,4.256,0,0,0,0,0,5694.843,1.416,0,292.588,13.404,159.144,16.958,148.189,11.263,5.659,26.985,275.964,32.416,5.425,835.709,29.857,16.923,22.665,-22.772,18.725,20.22,8.957,0,0,4.371,2.298,1.995,0.889,-0.263,0.004,0.004,19.807,17.681,18.763,20.266,20.514,20.374,18.557,17.706,17.959,20.109,20.033,20.227,17.439,16.381,16.425,18.829,20.051,3725,2178
3759437994,1.053883338,27.911,13.647,17.136,19.813,9.993,17.095,1630.767,0.814,398.735,26.512,14.391,4.266,0,0,0,0,0,5718.33,1.404,0,292.794,13.388,159.192,16.943,148.324,11.291,5.616,26.984,275.822,32.396,5.406,835.702,29.861,16.864,22.67,-22.771,18.725,20.203,8.912,0,0,4.374,2.268,1.994,0.895,-0.207,0.004,0.004,19.81,17.692,18.755,20.24,20.528,20.389,18.557,17.709,17.953,20.088,20.051,20.233,17.44,16.385,16.438,18.832,20.051,3725,2178
3759437996,1.083250006,27.92,13.638,17.137,19.818,9.974,17.095,1635.137,0.805,398.766,26.498,14.393,4.393,0,0,0,0,0,5718.089,1.401,0,292.53,13.396,159.109,16.928,148.234,11.272,5.619,27.003,276.16,32.442,5.433,835.433,29.859,16.887,22.667,-22.772,18.708,20.206,8.934,0,0,4.369,2.273,1.994,0.847,-0.272,0.004,0.004,19.81,17.685,18.742,20.262,20.549,20.37,18.557,17.697,17.951,20.101,20.053,20.237,17.447,16.395,16.444,18.831,20.054,3725,2178
3759437998,1.119533332,27.893,13.693,17.136,19.807,10.005,17.095,1640.191,0.819,398.807,26.496,14.391,4.371,0,0,0,0,0,5691.263,1.417,0,292.731,13.386,159.152,16.905,148.249,11.276,5.592,26.999,275.76,32.388,5.383,835.742,29.849,16.921,22.692,-22.771,18.707,20.198,8.922,0,0,4.371,2.298,1.985,1.079,-0.163,0.004,0.004,19.809,17.682,18.755,20.228,20.513,20.365,18.548,17.698,17.923,20.092,20.051,20.252,17.442,16.386,16.441,18.827,20.051,3725,2178
3759438000,1.148616672,27.89,13.636,17.137,19.786,9.996,16.977,1631.232,0.825,398.758,26.518,14.39,4.385,0,0,0,0,0,5719.934,1.424,0,292.359,13.4,159.1,16.928,148.268,11.279,5.613,27.004,275.977,32.418,5.407,835.165,29.821,16.916,22.684,-22.772,18.76,20.194,8.915,0,0,4.366,2.272,1.978,0.886,-0.163,0.004,0.004,19.81,17.678,18.778,20.228,20.524,20.374,18.556,17.718,17.942,20.098,20.036,20.234,17.424,16.39,16.431,18.829,20.056,3725,2178
3759438002,1.18306667,27.916,13.65,17.137,19.8,9.985,16.98,1626.609,0.815,398.736,26.498,14.39,4.311,0,0,0,0,0,5731.684,1.41,0,292.707,13.399,159.17,16.908,148.19,11.263,5.609,26.998,275.951,32.414,5.41,835.222,29.848,16.919,22.713,-22.771,18.791,20.188,8.925,0,0,4.371,2.275,1.978,0.898,-0.214,0.004,0.004,19.817,17.694,18.777,20.209,20.535,20.366,18.563,17.72,17.938,20.087,20.047,20.255,17.435,16.385,16.442,18.822,20.062,3725,2178
3759438004,1.219133337,27.905,13.672,17.137,19.794,10.008,17.095,1643.814,0.809,398.735,26.504,14.391,4.285,0,0,0,0,0,5707.685,1.396,0,292.741,13.395,159.165,16.93,148.261,11.278,5.616,27.029,275.859,32.401,5.366,835.881,29.843,16.863,22.681,-22.772,18.738,20.216,8.938,0,0,4.371,2.27,1.987,0.99,-0.138,0.004,0.004,19.824,17.696,18.779,20.201,20.538,20.361,18.565,17.716,17.937,20.114,20.042,20.265,17.446,16.392,16.447,18.833,20.061,3725,2178
3759438006,1.243233339,27.946,13.639,17.136,19.794,9.977,16.979,1643.786,0.829,398.757,26.508,14.391,4.242,0,0,0,0,0,5682.096,1.421,0,292.74,13.397,159.149,16.929,148.212,11.268,5.624,27.022,275.845,32.4,5.372,834.998,29.841,16.916,22.658,-22.772,18.754,20.212,8.944,0,0,4.371,2.29,1.99,0.818,-0.231,0.004,0.004,19.817,17.69,18.77,20.187,20.544,20.362,18.574,17.743,17.943,20.117,20.041,20.254,17.448,16.391,16.455,18.832,20.05,3725,2178
3759438008,1.280450002,27.916,13.679,17.137,19.8,9.994,16.979,1621.176,0.825,398.77,26.524,14.391,4.294,0,0,0,0,0,5681.997,1.41,0,292.672,13.381,159.154,16.925,148.189,11.263,5.625,27.03,275.794,32.393,5.356,834.922,29.843,16.855,22.68,-22.771,18.772,20.198,8.935,0,0,4.37,2.306,1.985,0.999,-0.186,0.004,0.004,19.814,17.682,18.778,20.18,20.524,20.344,18.58,17.719,17.932,20.108,20.036,20.272,17.451,16.379,16.433,18.828,20.058,3725,2178
3759438010,1.31541667,27.902,13.646,17.137,19.824,9.999,17.095,1608.164,0.803,398.754,26.517,14.392,4.219,0,0,0,0,0,5706.743,1.409,0,292.665,13.394,159.077,16.945,148.263,11.278,5.63,27.004,275.921,32.41,5.4,835.283,29.832,16.909,22.682,-22.772,18.773,20.206,8.928,0,0,4.371,2.25,1.982,0.899,-0.204,0.004,0.004,19.826,17.705,18.801,20.191,20.549,20.358,18.58,17.748,17.952,20.116,20.041,20.275,17.462,16.396,16.448,18.832,20.047,3725,2178
3759438012,1.351316667,27.914,13.63,17.137,19.826,9.972,17.095,1645.82,0.789,398.776,26.489,14.392,4.264,0,0,0,0,0,5705.965,1.418,0,292.689,13.39,159.142,16.961,148.212,11.268,5.657,27.024,276.002,32.421,5.39,834.83,29.857,16.886,22.692,-22.772,18.766,20.191,8.924,0,0,4.371,2.238,1.985,0.83,-0.287,0.004,0.004,19.814,17.69,18.788,20.191,20.58,20.367,18.577,17.764,17.944,20.142,20.067,20.237,17.454,16.386,16.43,18.827,20.053,3725,2178
3759438014,1.381933339,27.921,13.649,17.137,19.815,9.974,17.094,1626.549,0.831,398.791,26.505,14.391,4.315,0,0,0,0,0,5720.991,1.417,0,292.759,13.382,159.117,16.967,148.294,11.285,5.646,27.024,276.015,32.423,5.393,835.795,29.86,16.89,22.687,-22.772,18.763,20.213,8.928,0,0,4.372,2.302,1.99,0.888,-0.267,0.004,0.004,19.833,17.714,18.758,20.199,20.565,20.373,18.585,17.757,17.918,20.134,20.05,20.259,17.467,16.405,16.464,18.83,20.057,3725,2178
3759438015,1.405800001,27.92,13.66,17.137,19.819,9.992,16.98,1626.539,0.809,398.768,26.517,14.391,4.162,0,0,0,0,0,5720.038,1.409,0,292.732,13.391,159.077,16.944,148.192,11.264,5.644,27.025,276.105,32.435,5.404,835.093,29.871,16.89,22.713,-22.772,18.763,20.224,8.961,0,0,4.372,2.271,1.984,0.926,-0.217,0.004,0.004,19.822,17.712,18.751,20.217,20.573,20.379,18.588,17.748,17.931,20.144,20.053,20.269,17.447,16.394,16.443,18.835,20.063,3725,2178
3759438018,1.440916665,27.92,13.64,17.136,19.813,9.986,16.979,1636.544,0.843,398.767,26.516,14.391,4.351,0,0,0,0,0,5720.002,1.432,0,292.764,13.389,159.124,16.941,148.257,11.277,5.627,26.982,275.876,32.404,5.415,835.356,29.871,16.896,22.713,-22.772,18.798,20.227,8.95,0,0,4.373,2.261,1.984,0.856,-0.229,0.004,0.004,19.837,17.726,18.768,20.189,20.562,20.349,18.574,17.738,17.922,20.123,20.044,20.262,17.463,16.409,16.441,18.847,20.054,3725,2178
3759438019,1.464783335,27.916,13.648,17.136,19.824,9.99,17.095,1636.621,0.821,398.767,26.498,14.392,4.319,0,0,0,0,0,5745.07,1.416,0,292.779,13.383,159.116,16.956,148.149,11.255,5.665,27.005,275.694,32.379,5.367,835.005,29.864,16.902,22.674,-22.771,18.768,20.227,8.973,0,0,4.373,2.279,1.992,0.89,-0.232,0.004,0.004,19.843,17.725,18.766,20.198,20.563,20.393,18.572,17.752,17.933,20.113,20.041,20.238,17.464,16.413,16.426,18.835,20.062,3725,2178
3759438021,1.497200004,27.951,13.658,17.136,19.816,9.964,17.095,1623.365,0.794,398.8,26.503,14.392,4.207,0,0,0,0,0,5745.355,1.41,0,292.708,13.385,159.086,16.96,148.237,11.273,5.65,27.011,275.741,32.386,5.368,835.902,29.869,16.912,22.676,-22.772,18.768,20.219,8.946,0,0,4.372,2.3,1.995,0.877,-0.297,0.004,0.004,19.829,17.697,18.756,20.212,20.556,20.385,18.574,17.745,17.929,20.117,20.035,20.231,17.455,16.393,16.415,18.836,20.057,3725,2178
3759438023,1.534483337,27.891,13.675,17.137,19.814,10,17.094,1616.632,0.806,398.774,26.502,14.392,4.221,0,0,0,0,0,5706.78,1.395,0,292.715,13.386,159.096,16.926,148.202,11.266,5.624,27.05,275.915,32.409,5.353,835.179,29.883,16.889,22.687,-22.772,18.827,20.223,8.957,0,0,4.37,2.273,1.995,1.018,-0.189,0.004,0.004,19.83,17.702,18.775,20.242,20.563,20.4,18.58,17.746,17.939,20.122,20.063,20.243,17.458,16.406,16.432,18.842,20.074,3725,2178
